Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
7200	-2403.116	-2482.861	79.74492	0.018965	0.0470995	0.0498371	0.05166	0.0297031	0.00681587	0.00233787	0.00213508	0.0118864	0.0524485	0.0417729	0.00186211	0.00946822	0.0261143	0.0291703	0.0420889	0.0186797	0.0148942	0.0194231	0.0273183	0.0339339	0.00296634	0.00750242	0.0464049	0.0460966	0.0385792	0.0355163	0.0020956	0.0615109	0.0238895	0.0189222	0.00165289	0.0121705	0.0250599	0.0264262	0.0786234	0.0214781	0.0524207	0.0403897	0.0254027	0.0198361	0.00409819	0.0171782	0.0126128	0.0669316	0.0132036	0.058175	0.0360457	0.036425	0.0259113	0.0160343	0.0374546	0.0366309	0.0438732	0.00366872	0.829886	1.09301	0.135394	0.377119	0.737682	1.3556	2.65168	7.38587	1.445826	0.4151381	0.0123727	0.0307277	0.0325137	0.033703	0.0193783	0.00444667	0.00152523	0.00139293	0.00775469	0.0342174	0.0272527	0.00121484	0.00617707	0.017037	0.0190307	0.0274588	0.0121866	0.00971699	0.0126716	0.0178224	0.0221385	0.00193524	0.00489458	0.0302746	0.0300735	0.0251691	0.0231708	0.00136717	0.0401297	0.0155855	0.0123448	0.00107835	0.00794005	0.0163491	0.0172405	0.0512939	0.0140123	0.0341992	0.0263502	0.0165727	0.0129411	0.00267366	0.0112071	0.00822862	0.0436662	0.00861405	0.0379534	0.0235162	0.0237637	0.0169045	0.0104608	0.0244354	0.023898	0.0286229	0.00239348	0.586956	0.413044	0.5869563	1.532802
7236	-2395.6	-2473.86	78.25956	0.0123833	0.0530407	0.0367594	0.0550203	0.061213	0.00301055	0.00467395	0.000394564	0.0294352	0.00259998	0.0526163	0.00368319	0.00840475	0.00554676	0.0524493	0.042694	0.0389341	0.113766	0.0268109	0.0355468	0.0536095	0.0232546	0.0212679	0.121846	0.0742712	0.0644662	0.0561078	0.000171208	0.0950284	0.0670057	0.0816549	0.0997428	0.0480969	0.100447	0.0025129	0.0392623	0.0404538	0.0484437	0.0940231	0.0132212	0.0262094	0.0894592	0.0218478	0.0518934	0.0939547	0.0632281	0.0189263	0.0142348	0.0176753	0.00967519	0.0349038	0.0292496	0.0100131	0.0754	0.0984974	1.11714	0.935955	0.188983	0.443721	0.776077	1.28853	2.25367	5.29148	1.204703	0.6526037	0.00507713	0.0217466	0.0150713	0.0225582	0.0250972	0.00123432	0.00191631	0.000161771	0.0120684	0.00106599	0.0215726	0.0015101	0.00344593	0.00227416	0.0215041	0.0175045	0.0159629	0.0466436	0.0109924	0.0145741	0.0219798	0.00953432	0.00871978	0.0499565	0.030451	0.026431	0.0230041	7.01951e-05	0.0389614	0.0274722	0.0334784	0.0408943	0.0197196	0.0411829	0.00103028	0.0160974	0.016586	0.0198618	0.0385493	0.00542065	0.0107458	0.0366781	0.00895756	0.0212762	0.0385212	0.0259234	0.00775974	0.00583624	0.00724684	0.00396681	0.0143105	0.0119923	0.00410533	0.0309138	0.0403837	0.72435	0.27565	0.7243501	2.439037
7272	-2400.641	-2480.578	79.93681	0.0146174	0.0914948	0.04116	0.0143164	0.0268668	0.00182068	0.00577233	0.0223146	0.0141582	0.00632727	0.059935	0.00916806	0.013246	0.0023458	0.036628	0.0220415	0.0212762	0.0300101	0.0162118	0.035148	0.0251184	0.0061421	0.0292549	0.0544255	0.0475913	0.0294948	0.0196708	0.0108085	0.0321109	0.0179765	0.0153452	0.00780244	0.025794	0.00797324	0.0216325	0.0500285	0.0138332	0.0209745	0.026793	0.0340532	0.051108	0.00213014	0.0424907	0.0437128	0.0548349	0.0316436	0.0276082	0.0220409	0.00228776	0.0356263	0.0219183	0.000816406	0.0389526	0.0206935	0.00260682	0.815286	1.10099	0.13026	0.370076	0.733356	1.36359	2.70215	7.67696	1.473776	0.4048776	0.0105911	0.0662932	0.0298228	0.0103731	0.0194665	0.00131919	0.00418239	0.0161682	0.0102585	0.00458447	0.0434264	0.00664279	0.0095975	0.00169967	0.0265391	0.0159703	0.0154158	0.0217441	0.0117463	0.0254668	0.0181997	0.0044503	0.0211968	0.0394344	0.0344826	0.0213707	0.0142526	0.00783137	0.0232662	0.013025	0.0111185	0.00565332	0.0186892	0.00577707	0.015674	0.0362485	0.0100229	0.0151972	0.0194131	0.0246735	0.0370307	0.00154341	0.0307869	0.0316724	0.039731	0.0229276	0.0200037	0.0159699	0.00165761	0.0258133	0.0158811	0.000591533	0.0282234	0.0149936	0.00188879	0.661264	0.338736	0.6612639	1.380153
7308	-2407.175	-2484.258	77.08282	0.0382936	0.073855	0.118036	0.026857	0.0605465	0.00867209	0.0084781	0.0566361	0.0206926	0.0385394	0.161077	0.00489224	0.00912437	0.0337127	0.120203	0.0691607	0.108529	0.10465	0.0398713	0.0405101	0.0847263	0.0126826	0.0280534	0.135708	0.108216	0.0815805	0.0646219	0.0196473	0.0954515	0.076644	0.0972414	0.0910446	0.0636175	0.0734351	0.00854762	0.10244	0.0987995	0.0105566	0.0345129	0.0341676	0.0247714	0.0553944	0.000508562	0.127668	0.147133	0.107092	0.0433148	0.0777036	0.0258974	0.024561	0.0449407	0.0232684	0.0190681	0.0502371	0.090667	1.09133	0.950064	0.268299	0.526424	0.818581	1.22163	1.89961	3.72719	0.951309	0.6280621	0.0115125	0.0222036	0.035486	0.00807425	0.0182026	0.00260716	0.00254884	0.017027	0.00622099	0.0115864	0.048426	0.0014708	0.00274313	0.0101353	0.0361377	0.0207924	0.0326281	0.0314618	0.0119868	0.0121789	0.025472	0.00381286	0.00843391	0.0407991	0.0325337	0.0245262	0.0194278	0.00590674	0.0286964	0.0230421	0.0292345	0.0273715	0.0191259	0.0220774	0.00256974	0.0307974	0.0297029	0.00317373	0.0103759	0.0102721	0.00744722	0.0166537	0.000152893	0.038382	0.0442338	0.0321958	0.0130221	0.0233607	0.00778576	0.00738396	0.0135109	0.00699536	0.0057326	0.0151032	0.027258	0.703268	0.296732	0.7032677	3.326257
7344	-2401.05	-2481.106	80.05606	0.0105038	0.0288626	0.01074	0.0237589	0.0442957	0.00946166	0.00372431	0.021334	0.0115951	0.00927835	0.0421466	0.00312864	0.0179486	0.00553198	0.0519533	0.0338961	0.0468946	0.0456409	0.0118706	0.0274391	0.0399961	0.00348565	0.0199514	0.0376732	0.026811	0.035546	0.0218841	0.00178367	0.0333626	0.019835	0.00621861	0.044215	0.0182176	0.0189936	0.0037284	0.0243004	0.0178493	0.00514702	0.010659	0.0129175	0.0130009	0.0174285	0.0133415	0.0302836	0.0198043	0.0336865	0.0250143	0.0140927	0.00102977	0.0144231	0.0250107	0.0108594	0.0169242	0.0511881	0.0564807	0.852221	1.0808	0.122221	0.358756	0.726282	1.37687	2.78741	8.18188	1.519834	0.4311277	0.00871577	0.0239494	0.00891176	0.0197145	0.0367554	0.00785104	0.00309034	0.0177024	0.00962133	0.00769893	0.0349722	0.00259606	0.0148932	0.00459029	0.0431095	0.028126	0.0389119	0.0378716	0.00984995	0.0227683	0.0331877	0.0028923	0.0165551	0.0312602	0.0222471	0.0294951	0.0181588	0.00148004	0.0276834	0.0164585	0.00516003	0.0366884	0.0151164	0.0157604	0.00309372	0.0201638	0.0148108	0.00427086	0.00884458	0.0107186	0.0107878	0.0144617	0.0110705	0.0251285	0.0164331	0.0279521	0.0207562	0.0116937	0.000854475	0.0119679	0.0207533	0.00901081	0.0140433	0.0424745	0.0468662	0.778814	0.221186	0.7788143	1.205148
7380	-2401.681	-2479.799	78.11868	0.00740359	0.0905677	0.0923108	0.0899657	0.0448657	0.0461305	0.000867079	0.0315806	0.0079672	0.0340868	0.084691	0.0077639	0.0362526	0.0286617	0.0486689	0.0637801	0.0314882	0.0286439	0.0564779	0.0372247	0.0707786	0.0187307	0.0262093	0.152692	0.0548301	0.0505939	0.0553077	0.00437069	0.0867846	0.0093822	0.0265459	0.0205433	0.0932226	0.0278954	0.00622465	0.0213766	0.059037	0.0263787	0.0797485	0.0469491	0.0592648	0.0764177	0.118946	0.00689143	0.0535359	0.0893689	0.0566999	0.0788127	0.0263868	0.0829891	0.00476867	0.04738	0.131217	0.0861248	0.018294	0.928351	1.03917	0.217934	0.475664	0.793092	1.26089	2.10233	4.58854	1.10164	0.4884528	0.002698	0.0330046	0.0336397	0.0327852	0.0163499	0.0168108	0.00031598	0.0115086	0.0029034	0.0124219	0.030863	0.00282931	0.0132111	0.0104448	0.0177359	0.0232427	0.0114749	0.0104384	0.0205816	0.0135654	0.025793	0.00682583	0.00955115	0.0556437	0.0199811	0.0184374	0.0201551	0.00159276	0.0316259	0.00341905	0.0096738	0.00748637	0.033972	0.0101656	0.00226838	0.00779003	0.0215142	0.00961287	0.0290618	0.0171091	0.0215972	0.027848	0.0433462	0.00251137	0.0195095	0.0325677	0.0206625	0.0287208	0.00961583	0.0302428	0.00173779	0.0172661	0.0478179	0.0313854	0.00666667	0.676198	0.323802	0.6761985	2.744098
7416	-2414.902	-2491.101	76.1995	0.0122298	0.151496	0.14736	0.111791	0.0259303	0.0984317	0.00933818	0.0613028	0.0513585	0.0595667	0.127007	0.0180723	0.0508635	0.00477939	0.0978782	0.0537843	0.105613	0.0737649	0.0610612	0.076895	0.114398	0.0376374	0.0186462	0.18658	0.0854445	0.131155	0.0827331	0.00769743	0.106411	0.0702142	0.0428395	0.0721205	0.0856501	0.0259947	0.0132532	0.0504001	0.0942406	0.0698808	0.0582647	0.115513	0.112322	0.0978404	0.135039	0.0313212	0.208765	0.0451947	0.0861836	0.0759016	0.0146481	0.0825049	0.0102852	0.0176817	0.20827	0.0514316	0.0243686	0.990722	1.00507	0.389185	0.631129	0.866244	1.15441	1.58446	2.56948	0.6823613	0.5389557	0.00300535	0.0372285	0.0362122	0.0274714	0.00637209	0.0241885	0.00229476	0.0150645	0.0126208	0.0146379	0.0312105	0.00444108	0.0124992	0.00117448	0.0240525	0.0132169	0.0259533	0.0181269	0.0150051	0.0188961	0.0281122	0.00924899	0.00458211	0.04585	0.0209971	0.0322299	0.0203308	0.00189156	0.0261493	0.0172544	0.0105273	0.0177228	0.0210476	0.00638792	0.00325682	0.0123853	0.0231586	0.0171724	0.0143179	0.028386	0.027602	0.0240432	0.0331845	0.00769685	0.0513017	0.0111061	0.0211787	0.018652	0.00359961	0.0202747	0.00252748	0.00434508	0.05118	0.0126388	0.00598832	0.70113	0.29887	0.7011299	4.069354
7452	-2394.5	-2472.349	77.84875	0.0127082	0.0808246	0.0273811	0.0892977	0.08379	0.0336436	0.0160344	0.0230767	0.0288603	0.0309265	0.0444618	0.0146471	0.0219312	0.0266973	0.0848075	0.0802156	0.077515	0.0903944	0.0445336	0.0361394	0.102052	0.00611041	0.0288665	0.163609	0.108246	0.0616454	0.0691434	0.00716323	0.0752958	0.0279735	0.0567181	0.0391221	0.0756546	0.0442309	0.00505234	0.0356629	0.0582658	0.0152343	0.103079	0.0877296	0.0631889	0.0413528	0.131885	0.0155049	0.147721	0.0680659	0.118527	0.0884402	0.0149793	0.0585228	0.0202145	0.0395905	0.0963669	0.0214119	0.0156826	0.755324	1.13378	0.225029	0.483154	0.796967	1.25476	2.06973	4.44387	1.078475	0.364253	0.00415273	0.0264116	0.00894751	0.0291804	0.0273806	0.010994	0.00523966	0.00754093	0.00943086	0.0101061	0.0145291	0.00478632	0.0071666	0.00872405	0.0277131	0.0262126	0.0253301	0.0295388	0.0145525	0.0118095	0.0333483	0.00199674	0.00943291	0.0534635	0.0353721	0.0201443	0.0225944	0.00234078	0.0246049	0.0091411	0.0185342	0.0127842	0.0247222	0.0144536	0.00165099	0.0116538	0.0190399	0.00497822	0.0336837	0.028668	0.0206486	0.0135131	0.0430968	0.00506664	0.0482718	0.0222423	0.038732	0.0289002	0.0048949	0.0191239	0.00660562	0.0129373	0.0314904	0.00699692	0.00512472	0.67817	0.32183	0.6781697	3.060194
7488	-2391.233	-2470.355	79.12169	0.0268643	0.0612676	0.0466883	0.0780731	0.017622	0.00950964	0.00489001	0.0197634	0.0151336	0.00698747	0.0977835	0.0103366	0.013293	0.00465516	0.0666714	0.0575546	0.048439	0.0539722	0.0179605	0.0277798	0.0291829	0.00217631	0.0368607	0.094679	0.0576701	0.0793313	0.0236041	0.00587964	0.0700312	0.00886511	0.0294615	0.0729786	0.0133075	0.0272723	0.0125966	0.00771922	0.0469194	0.0145153	0.0802455	0.0491873	0.0323831	0.03601	0.107389	0.0127445	0.0865109	0.037027	0.0602015	0.0893847	0.0107998	0.0535115	0.013272	0.0526727	0.0894059	0.0360511	0.0202409	0.708033	1.15964	0.169637	0.420955	0.763428	1.30988	2.37555	5.89494	1.282792	0.3338339	0.012293	0.0280358	0.0213644	0.035726	0.00806375	0.00435158	0.00223765	0.00904368	0.0069251	0.00319744	0.0447453	0.00472997	0.00608283	0.00213018	0.0305086	0.0263368	0.0221655	0.0246975	0.00821864	0.0127119	0.013354	0.00099587	0.0168673	0.0433248	0.0263896	0.0363017	0.0108012	0.0026905	0.032046	0.00405664	0.0134815	0.0333947	0.00608947	0.0124797	0.00576416	0.00353229	0.0214701	0.00664213	0.03672	0.0225079	0.0148184	0.016478	0.0491406	0.00583182	0.0395871	0.0169434	0.027548	0.0409021	0.00494193	0.0244867	0.00607324	0.0241028	0.0409118	0.0164968	0.00926215	0.748828	0.251172	0.7488283	2.185333
7524	-2388.46	-2466.581	78.1206	0.0399335	0.087137	0.0320386	0.0590298	0.0305554	0.0386762	0.0040187	0.0131737	0.0337178	0.00930145	0.0962621	0.0058321	0.0197125	0.0442488	0.0617673	0.040221	0.0650201	0.097597	0.0394816	0.0485271	0.0516964	0.0155309	0.0541793	0.151166	0.0710465	0.0986349	0.0556171	0.00959058	0.107181	0.049891	0.0619748	0.0610951	0.0476846	0.00280794	0.0263659	0.0158728	0.0417239	0.00299634	0.101311	0.108001	0.040459	0.0246017	0.11328	0.0581687	0.0929669	0.0415069	0.0727297	0.118218	0.0290295	0.0655737	0.0405147	0.0211657	0.0643341	0.0299593	0.0701914	0.838703	1.08819	0.254589	0.513129	0.812075	1.23141	1.94883	3.9279	0.9892342	0.4214072	0.0138498	0.0302211	0.0111117	0.0204728	0.0105973	0.0134138	0.00139378	0.00456892	0.0116941	0.00322595	0.0333859	0.0020227	0.00683675	0.0153465	0.0214223	0.0139495	0.0225504	0.0338488	0.0136931	0.0168303	0.0179295	0.00538647	0.0187906	0.0524277	0.0246405	0.0342088	0.0192893	0.00332623	0.0371729	0.0173033	0.0214943	0.0211891	0.0165381	0.000973857	0.00914429	0.00550504	0.0144708	0.0010392	0.035137	0.0374573	0.0140321	0.00853243	0.039288	0.0201742	0.032243	0.0143955	0.0252243	0.0410007	0.0100681	0.0227424	0.0140514	0.00734075	0.0223125	0.0103906	0.024344	0.751922	0.248078	0.7519225	2.883319
7560	-2399.876	-2479.28	79.40456	0.00995905	0.088494	0.0335749	0.039035	0.0106385	0.0133067	5.34075e-05	0.0113708	0.0258431	0.0194333	0.0766066	0.0016038	0.0158323	0.0129217	0.0495655	0.0777731	0.0472359	0.0786987	0.0126765	0.055116	0.0327443	0.0113518	0.0260078	0.0804969	0.042528	0.0679092	0.0515111	0.00825213	0.0685931	0.00808223	0.0147745	0.0424797	0.0626265	0.0599517	0.0502284	0.0251697	0.064756	0.00550301	0.0590324	0.0584236	0.0101368	0.0252122	0.0611059	0.0883343	0.000388879	0.0188884	0.0823918	0.0111854	0.0365496	0.0142617	0.0271208	0.0371279	0.0227067	0.0175439	0.0181686	0.838578	1.08826	0.212662	0.470016	0.790142	1.2656	2.12759	4.70231	1.119349	0.4213177	0.00500132	0.0444407	0.0168609	0.0196029	0.00534251	0.00668249	2.68206e-05	0.0057103	0.0129781	0.00975919	0.038471	0.000805408	0.00795079	0.00648913	0.0248912	0.0390567	0.0237213	0.0395216	0.00636602	0.0276786	0.0164438	0.00570075	0.0130608	0.0404246	0.0213571	0.0341032	0.0258683	0.00414412	0.0344467	0.0040588	0.0074196	0.0213328	0.0314503	0.0301071	0.0252241	0.01264	0.0325197	0.00276355	0.0296454	0.0293397	0.0050906	0.0126613	0.0306867	0.0443605	0.000195291	0.00948553	0.0413762	0.00561718	0.0183548	0.00716206	0.0136197	0.0186452	0.011403	0.00881033	0.00912407	0.736495	0.263505	0.7364945	1.991284
7596	-2404.712	-2483.085	78.37321	0.0620056	0.069904	0.0769622	0.0506493	0.0277503	0.0232298	0.00232929	0.00443757	0.0356577	0.0355727	0.0941571	0.00131922	0.0131788	0.0271608	0.0538969	0.0370462	0.0664146	0.0806025	0.0344221	0.0481687	0.045751	0.0108569	0.00460375	0.0799703	0.0299931	0.0363937	0.0662797	0.00157363	0.101705	0.0291896	0.0136113	0.0844859	0.087096	0.0538241	0.095939	0.000914421	0.0675826	0.023114	0.0129387	0.120738	0.038191	0.0308838	0.0763373	0.0997367	0.0946223	0.0230329	0.0198333	0.0990171	0.0211282	0.104695	0.0615716	0.0746832	0.0293523	0.0237859	0.132437	0.690328	1.16932	0.197948	0.453865	0.781569	1.27948	2.2033	5.05182	1.17119	0.3227916	0.0226237	0.0255056	0.0280809	0.0184802	0.0101251	0.00847578	0.000849879	0.00161912	0.0130103	0.0129793	0.0343547	0.000481337	0.00480849	0.00991004	0.0196651	0.0135169	0.0242324	0.0294091	0.0125595	0.0175751	0.016693	0.00396131	0.00167975	0.0291784	0.0109435	0.0132788	0.0241832	0.000574164	0.0371087	0.0106503	0.00496629	0.030826	0.0317783	0.0196386	0.0350049	0.000333641	0.0246586	0.00843349	0.0047209	0.0440531	0.0139346	0.0112685	0.0278529	0.0363905	0.0345245	0.00840393	0.00723648	0.036128	0.00770897	0.0381995	0.0224654	0.0272494	0.0107097	0.00867866	0.0483218	0.675154	0.324846	0.6751538	2.740733
7632	-2398.234	-2475.832	77.59835	0.0153057	0.0836929	0.0716512	0.0515555	0.0733015	0.0321492	0.00706819	0.0133095	0.0446156	0.0144452	0.0764773	0.000489734	0.0254775	0.0300923	0.0887537	0.0521457	0.051972	0.128932	0.0277075	0.0679889	0.0707255	0.021792	0.0620825	0.147381	0.0652638	0.0756084	0.058964	0.0166036	0.0764555	0.0396023	0.00653748	0.0693593	0.103402	0.0945988	0.0907357	0.0022758	0.138761	0.00876471	0.0458733	0.0561534	0.0934724	0.0485044	0.0528858	0.133524	0.0415646	0.0384506	0.00445924	0.0297843	0.0277804	0.055665	0.0333472	0.140902	0.0939705	0.046764	0.106257	0.862717	1.07506	0.242089	0.500683	0.805878	1.24088	1.99727	4.13071	1.025637	0.4387667	0.00485064	0.0265237	0.0227075	0.0163388	0.0232305	0.0101886	0.00224003	0.00421801	0.0141394	0.00457794	0.0242369	0.000155205	0.00807426	0.00953676	0.0281276	0.0165258	0.0164708	0.0408607	0.00878096	0.0215468	0.0224141	0.00690625	0.019675	0.0467076	0.0206832	0.0239616	0.0186867	0.00526196	0.02423	0.0125506	0.00207184	0.0219811	0.0327697	0.02998	0.0287557	0.00072124	0.0439756	0.00277768	0.014538	0.017796	0.029623	0.0153719	0.0167604	0.0423161	0.0131725	0.0121856	0.00141321	0.00943916	0.00880407	0.0176412	0.0105683	0.0446541	0.0297808	0.0148203	0.0336746	0.706037	0.293963	0.7060373	3.155402
7668	-2402.368	-2480.505	78.13722	0.0292316	0.105881	0.0960321	0.0504602	0.0443452	0.0234442	0.00283138	0.00508021	0.0506606	0.0101259	0.0964297	0.0053498	0.0419181	0.0343831	0.0175953	0.12372	0.0195148	0.072764	0.0477706	0.0512001	0.0371903	0.0247446	0.0439687	0.0703954	0.0838728	0.0860682	0.104101	0.00902118	0.0868146	0.0536596	0.0172915	0.0853775	0.065305	0.0657566	0.070335	0.00280695	0.0701236	0.0394183	0.0402835	0.114914	0.0627672	0.0282359	0.0026994	0.183816	0.0471962	0.0452449	0.0309393	0.0222445	0.0241015	0.0567715	0.0167602	0.062313	0.10154	0.0280344	0.100659	0.793273	1.11303	0.256709	0.515208	0.8131	1.22986	1.94096	3.89547	0.983239	0.3896856	0.0100331	0.0363412	0.032961	0.0173194	0.0152206	0.00804671	0.000971809	0.00174367	0.0173882	0.0034755	0.0330974	0.0018362	0.0143875	0.0118013	0.00603919	0.0424643	0.00669805	0.0249747	0.0163962	0.0175733	0.0127648	0.00849307	0.0150913	0.0241617	0.0287875	0.0295411	0.0357305	0.00309633	0.0297972	0.0184175	0.00593494	0.029304	0.0224146	0.0225695	0.024141	0.000963425	0.0240684	0.0135295	0.0138265	0.0394418	0.0215435	0.00969137	0.00092651	0.063091	0.0161991	0.0155293	0.0106193	0.00763496	0.00827234	0.0194856	0.00575259	0.0213876	0.0348514	0.00962221	0.0345492	0.775537	0.224463	0.7755372	2.91351
7704	-2409.827	-2487.233	77.40628	0.0732623	0.0822608	0.069694	0.073431	0.0345675	0.0296914	0.00411121	0.0209989	0.0119022	0.0182526	0.157658	0.00291047	0.0143284	0.0160434	0.0469884	0.0998417	0.00760895	0.155102	0.0400668	0.0839455	0.110916	0.0912152	0.0539255	0.0911578	0.0912432	0.052949	0.0347009	0.00202847	0.0684036	0.0777149	0.116518	0.0179792	0.0701463	0.0177284	0.00900639	0.0505257	0.190949	0.133684	0.0372102	0.122726	0.0554375	0.0266106	0.00343307	0.102695	0.0484886	0.0517425	0.0229087	0.0454102	0.043021	0.116214	0.0337203	0.0471793	0.0740054	0.0243416	0.033581	0.864068	1.07432	0.212411	0.469745	0.79	1.26582	2.12881	4.70785	1.120202	0.4397566	0.0228076	0.025609	0.0216968	0.0228602	0.0107614	0.00924336	0.00127988	0.00653726	0.00370533	0.0056823	0.0490813	0.000906072	0.00446064	0.00499454	0.0146282	0.0310822	0.00236878	0.0482855	0.0124734	0.0261335	0.0345298	0.0283967	0.0167878	0.0283788	0.0284054	0.0164838	0.0108029	0.000631492	0.0212951	0.0241938	0.0362738	0.0055972	0.0218376	0.00551912	0.00280383	0.0157294	0.0594453	0.0416177	0.0115841	0.0382063	0.0172585	0.00828428	0.00106877	0.0319705	0.0150952	0.0161082	0.00713183	0.0141369	0.0133931	0.0361792	0.0104976	0.0146876	0.023039	0.0075779	0.0104543	0.614216	0.385784	0.6142158	3.212181
7740	-2399.184	-2477.708	78.52378	0.0496069	0.0558485	0.0645639	0.0362533	0.0579337	0.0326699	0.00704285	0.0260887	0.0210902	0.0156322	0.101746	0.000978946	0.0124516	0.0405197	0.0637222	0.0674552	0.0302806	0.0571067	0.0362657	0.0340714	0.067585	0.0542616	0.0669804	0.0813081	0.0517456	0.0317366	0.0500019	0.00899447	0.0785168	0.132564	0.0816454	0.0217311	0.0299428	0.00801836	0.0254586	0.0521954	0.106254	0.0961832	0.0331547	0.043021	0.00564043	0.00692069	0.0170173	0.00505175	0.0453354	0.0336636	0.0319535	0.0547239	0.0247635	0.0418714	0.0038587	0.0591196	0.0862097	0.013427	0.07765	0.875351	1.06815	0.175688	0.428212	0.767511	1.30291	2.33529	5.69191	1.25745	0.4480713	0.0203321	0.0228903	0.0264624	0.0148589	0.023745	0.0133902	0.00288661	0.0106928	0.00864411	0.00640707	0.0417021	0.000401235	0.00510344	0.0166076	0.0261174	0.0276474	0.0124109	0.023406	0.014864	0.0139647	0.0277007	0.0222399	0.0274528	0.0333252	0.0212087	0.0130077	0.020494	0.00368651	0.0321812	0.054333	0.0334635	0.0089068	0.0122725	0.00328644	0.0104346	0.021393	0.0435499	0.039422	0.0135889	0.0176328	0.00231181	0.00283654	0.00697479	0.00207053	0.0185813	0.0137975	0.0130966	0.0224294	0.0101497	0.0171616	0.00158154	0.024231	0.0353343	0.00550324	0.0318259	0.748267	0.251733	0.7482671	2.439834
7776	-2403.66	-2481.474	77.81396	0.0542914	0.054454	0.123486	0.0575961	0.0270973	0.00250473	0.045639	0.0429203	0.0633297	0.0180641	0.124118	0.00509179	0.0257357	0.00831831	0.0581515	0.0686982	0.0444331	0.0280029	0.0470453	0.0469304	0.0560648	0.0428939	0.0491586	0.169111	0.0983207	0.0784333	0.106501	0.0133572	0.127791	0.0744354	0.0479091	0.0665191	0.0681632	0.0265719	0.0289057	0.0825267	0.127615	0.111556	0.0848465	0.078409	0.117717	0.00941356	0.0131531	0.00251566	0.075718	0.0621479	0.0175259	0.0133938	0.030584	0.0711397	0.00374816	0.0518764	0.0783522	0.00290565	0.0118604	0.74705	1.1383	0.204841	0.461505	0.78565	1.27283	2.16682	4.88182	1.14644	0.3588315	0.0178177	0.0178711	0.0405264	0.0189023	0.00889296	0.000822019	0.0149781	0.0140859	0.020784	0.00592839	0.0407337	0.00167106	0.00844611	0.00272996	0.0190846	0.0225458	0.0145824	0.00919019	0.0154396	0.0154019	0.0183997	0.0140772	0.0161332	0.0554999	0.0322675	0.0257407	0.0349521	0.00438364	0.0419394	0.0244287	0.0157231	0.0218307	0.0223702	0.00872053	0.00948645	0.0270842	0.0418817	0.0366111	0.0278455	0.0257328	0.0386333	0.0030894	0.00431666	0.000825605	0.0248496	0.0203961	0.00575176	0.00439566	0.0100373	0.0233471	0.0012301	0.0170252	0.0257141	0.000953596	0.00389242	0.800935	0.199065	0.8009348	3.047048
